kegg	mnx_id	ec	bigg	seed	metacyc	rhea	description	ambiguous
R04222	MNXR148607	2.4.2.27		rxn02947	2.4.2.27-RXN	24392|24393|24394|24395	dTDP-L-dihydrostreptose:streptidine-6-phosphate dihydrostreptosyltransferase||dTDP-L-dihydrostreptose + Streptidine 6-phosphate <=> dTDP + O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate||1 keggC:C03442@IN + 1 keggC:C01121@IN <=> 1 keggC:C00363@IN + 1 keggC:C04767@IN	rhea(4)
R04223	MNXR148609	4.1.1.-					gamma-Oxalocrotonate + H2O <=> 4-Hydroxy-2-oxopentanoate + CO2||1 keggC:C03453@IN + 1 keggC:C00001@IN <=> 1 keggC:C03589@IN + 1 keggC:C00011@IN	
R04224	MNXR198540	4.2.1.150|4.2.1.17	ECOAH12|ECOAH12m|R_ECOAH12|R_ECOAH12m	rxn20198|rxn20199|rxn37687	METHYLACYLYLCOA-HYDROXY-RXN	31175|31176|31177|31178	(S)-3-hydroxyisobutyryl-CoA hydro-lyase||2-Methylprop-2-enoyl-CoA + H2O <=> (S)-3-Hydroxyisobutyryl-CoA||1 keggC:C03460@IN + 1 keggC:C00001@IN <=> 1 keggC:C06000@IN	bigg(4),seed(3),rhea(4),ec(2)
R04225	MNXR108745	1.2.4.4					(S)-3-methyl-2-oxopentanoate:[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-2-methylpropanoylating)||(S)-3-Methyl-2-oxopentanoic acid + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine + CO2||1 keggC:C00671@IN + 1 keggC:C15972@IN <=> 1 keggC:C15979@IN + 1 keggC:C00011@IN	
R04227	MNXR148611	2.3.1.83					3-sn-phosphatidylcholine:dolichol O-acyltransferase||Phosphatidylcholine + Dolichol <=> Acyldolichol + 1-Acyl-sn-glycero-3-phosphocholine||1 keggC:C00157@IN + 1 keggC:C00381@IN <=> 1 keggC:C01884@IN + 1 keggC:C04230@IN	
R04228	MNXR108747	1.7.1.9		rxn02951		22480|22481|22482|22483	NADH:4-nitroquinoline-N-oxide oxidoreductase||4-Nitroquinoline N-oxide + 2 NADH + 2 H+ <=> 4-Hydroxyaminoquinoline N-oxide + 2 NAD+ + H2O||1 keggC:C03474@IN + 2 keggC:C00004@IN + 2 keggC:C00080@IN <=> 1 keggC:C04050@IN + 2 keggC:C00003@IN + 1 keggC:C00001@IN	rhea(4)
R04229	MNXR108748	1.7.1.9		rxn02952		22476|22477|22478|22479	NADPH:4-nitroquinoline-N-oxide oxidoreductase||4-Nitroquinoline N-oxide + 2 NADPH + 2 H+ <=> 4-Hydroxyaminoquinoline N-oxide + 2 NADP+ + H2O||1 keggC:C03474@IN + 2 keggC:C00005@IN + 2 keggC:C00080@IN <=> 1 keggC:C04050@IN + 2 keggC:C00006@IN + 1 keggC:C00001@IN	rhea(4)
R04230	MNXR103120	6.3.2|6.3.2.5|6.3.2.51	PPNCL3|R_PPNCL3	rxn12512	RXN66-555	25156|25157|25158|25159	(R)-4'-phosphopantothenate:L-cysteine ligase (ATP-utilizing)||ATP + D-4'-Phosphopantothenate + L-Cysteine <=> AMP + Diphosphate + (R)-4'-Phosphopantothenoyl-L-cysteine||1 keggC:C00002@IN + 1 keggC:C03492@IN + 1 keggC:C00097@IN <=> 1 keggC:C00020@IN + 1 keggC:C00013@IN + 1 keggC:C04352@IN	bigg(2),rhea(4),ec(3)
R04231	MNXR188696	6.3.2.5	PPNCL2|PPNCL2_1|PPNCL_m|R_PPNCL2|R_PPNCL2_1|R_PPNCL_m	rxn09177	P-PANTOCYSLIG-RXN	19397|19398|19399|19400	(R)-4'-phosphopantothenate:L-cysteine ligase||CTP + D-4'-Phosphopantothenate + L-Cysteine <=> CMP + Diphosphate + (R)-4'-Phosphopantothenoyl-L-cysteine||1 keggC:C00063@IN + 1 keggC:C03492@IN + 1 keggC:C00097@IN <=> 1 keggC:C00055@IN + 1 keggC:C00013@IN + 1 keggC:C04352@IN	bigg(6),rhea(4)
R04234	MNXR108749	2.6.1.72		rxn02956|rxn17659	2.6.1.72-RXN	15589|15590|15591|15592	D-4-hydroxyphenylglycine:2-oxoglutarate aminotransferase||D-4-Hydroxyphenylglycine + 2-Oxoglutarate <=> 4-Hydroxyphenylglyoxylate + L-Glutamate||1 keggC:C03493@IN + 1 keggC:C00026@IN <=> 1 keggC:C03590@IN + 1 keggC:C00025@IN	seed(2),rhea(4)
R04235	MNXR108750	2.7.4.19		rxn02957	2.7.4.19-RXN	11396|11397|11398|11399	ATP:5-methyldeoxycytidine-5'-phosphate phosphotransferase||ATP + Deoxy-5-methylcytidylate <=> ADP + 5-Methyldeoxycytidine diphosphate||1 keggC:C00002@IN + 1 keggC:C03495@IN <=> 1 keggC:C00008@IN + 1 keggC:C04187@IN	rhea(4)
R04236	MNXR108751	1.1.1.7		rxn02958	PROPANEDIOL-PHOSPHATE-DEHYDROGENASE-RXN	21584|21585|21586|21587	propane-1,2-diol-1-phosphate:NAD+ oxidoreductase||Propane-1,2-diol 1-phosphate + NAD+ <=> Hydroxyacetone phosphate + NADH + H+||1 keggC:C03894@IN + 1 keggC:C00003@IN <=> 1 keggC:C03505@IN + 1 keggC:C00004@IN + 1 keggC:C00080@IN	rhea(4)
R04237	MNXR145699	2.1.1.11					S-adenosyl-L-methionine:magnesium-protoporphyrin-IX O-methyltransferase||S-Adenosyl-L-methionine + Magnesium protoporphyrin <=> S-Adenosyl-L-homocysteine + Magnesium protoporphyrin monomethyl ester||1 keggC:C00019@IN + 1 keggC:C03516@IN <=> 1 keggC:C00021@IN + 1 keggC:C04536@IN	
R04238	MNXR148614	3.1.1.29					aminoacyl-tRNA aminoacylhydrolase||N-Substituted aminoacyl-tRNA + H2O <=> N-Substituted amino acid + tRNA||1 keggC:C03880@IN + 1 keggC:C00001@IN <=> 1 keggC:C03523@IN + 1 keggC:C00066@IN	
R04239	MNXR148617	1.4.3.13					protein-L-lysine:oxygen 6-oxidoreductase (deaminating)||Protein lysine + H2O + Oxygen <=> [Protein]-(S)-2-amino-6-oxohexanoate + Ammonia + Hydrogen peroxide||1 keggC:C02188@IN + 1 keggC:C00001@IN + 1 keggC:C00007@IN <=> 1 keggC:C03531@IN + 1 keggC:C00014@IN + 1 keggC:C00027@IN	
R04247	MNXR190964	2.7.7.107|2.7.7.14	EPCTX|R_EPCTX	rxn02961	RXN-21313	63448|63449|63450|63451	CTP:ethanolamine-phosphate cytidylyltransferase||CTP + 2-Aminoethylphosphonate <=> Diphosphate + CMP-2-aminoethylphosphonate||1 keggC:C00063@IN + 1 keggC:C03557@IN <=> 1 keggC:C00013@IN + 1 keggC:C05673@IN	bigg(2),rhea(4),ec(2)
R04248	MNXR108757	4.99.1.-		rxn02962			2-Aminoethylphosphonate + Hydrogen peroxide <=> Ethanolamine + Orthophosphate||1 keggC:C03557@IN + 1 keggC:C00027@IN <=> 1 keggC:C00189@IN + 1 keggC:C00009@IN	
R04249	MNXR108758	1.1.99.-		rxn02963			2-Aminoethylphosphonate <=> (2-Amino-1-hydroxyethyl)phosphonate||1 keggC:C03557@IN <=> 1 keggC:C05678@IN	
R04250	MNXR108759			rxn02964			2-Aminoethylphosphonate <=> N-Monomethyl-2-aminoethylphosphonate||1 keggC:C03557@IN <=> 1 keggC:C05679@IN	
R04251	MNXR148619	1.2.1|1.2.1.-	3HPADHi|4HGLSD|4HGLSDm|ABUTD|ABUTDm|ALDD2x|ALDD2xm|ALDD3|APOR|BAMPPALDOX|BAMPPALDOXm|GCALDD|GCALDDm|GGGABADxr|LCADi|LCADm|R_3HPADHi|R_4HGLSD|R_4HGLSDm|R_ABUTD|R_ABUTDm|R_ALDD2x|R_ALDD2xm|R_ALDD3|R_APOR|R_BAMPPALDOX|R_BAMPPALDOXm|R_GCALDD|R_GCALDDm|R_GGGABADxr|R_LCADi|R_LCADm|R_SGSAD|SGSAD	rxn22959	RXN-12513	58152|58153|58154|58155	phosphonoacetaldehyde:NAD+ oxidoreductase||Phosphonoacetaldehyde + NAD+ + H2O <=> Phosphonoacetate + NADH + H+||1 keggC:C03167@IN + 1 keggC:C00003@IN + 1 keggC:C00001@IN <=> 1 keggC:C05682@IN + 1 keggC:C00004@IN + 1 keggC:C00080@IN	rhea(4),ec(2),ec_fallback(participants>=0.50,bigg:34)
R04252	MNXR108761						2-Aminoethylphosphonate <=> Ciliatocholate||1 keggC:C03557@IN <=> 1 keggC:C05683@IN	
R04256	MNXR103956	1.14.13.34	RE3550X|R_RE3550X	rxn02967	LEUKOTRIENE-E4-20-MONOOXYGENASE-RXN	24120|24121|24122|24123	(7E,9E,11Z,14Z)-(5S,6R)-6-(cystein-S-yl)-5-hydroxyicosa-7,9,11,14-tetraenoate,NADPH:oxygen oxidoreductase (20-hydroxylating)||Leukotriene E4 + Oxygen + NADPH + H+ <=> 20-Hydroxyleukotriene E4 + NADP+ + H2O||1 keggC:C05952@IN + 1 keggC:C00007@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN <=> 1 keggC:C03577@IN + 1 keggC:C00006@IN + 1 keggC:C00001@IN	bigg(2),rhea(4)
R04257	MNXR108764	1.14.-.-		rxn02968			Resveratrol <=> Piceatannol||1 keggC:C03582@IN <=> 1 keggC:C05901@IN	
R04258	MNXR108765	1.13.11.1|1.13.11.M6		rxn02969	RXN-9870	48576|48577|48578|48579	4-Chlorocatechol + Oxygen <=> 3-Chloro-cis,cis-muconate||1 keggC:C02375@IN + 1 keggC:C00007@IN <=> 1 keggC:C03585@IN	rhea(4),ec(2)
R04259	MNXR108766	5.5.1.7		rxn02970	RXN-9892	11032|11033|11034|11035	(2R)-2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (ring-opening)||2-Chloro-2,5-dihydro-5-oxofuran-2-acetate <=> 3-Chloro-cis,cis-muconate||1 keggC:C04522@IN <=> 1 keggC:C03585@IN	rhea(4)
R04260	MNXR145739	5.3.3.4	MUCLI|R_MUCLI	rxn02971|rxn15642	MUCONOLACTONE-DELTA-ISOMERASE-RXN	12348|12349|12350|12351	5-oxo-2,5-dihydrofuran-2-acetate delta3-delat2-isomerase||2,5-Dihydro-5-oxofuran-2-acetate <=> 2-Oxo-2,3-dihydrofuran-5-acetate||1 keggC:C04105@IN <=> 1 keggC:C03586@IN	kegg(2),seed(2),rhea(4),ec_fallback(participants>=0.50,bigg:2)
R04263	MNXR100731	1.1.1.145|1.1.1.181|5.3.3.1	HSD3B7|RE1796C|R_HSD3B7|R_RE1796C	rxn02972|rxn16862	1.1.1.181-RXN	11896|11897|11898|11899	7alpha-hydroxycholesterol:NAD+ 3-oxidoreductase||7alpha-Hydroxycholesterol + NAD+ <=> 7alpha-Hydroxycholest-4-en-3-one + NADH + H+||1 keggC:C03594@IN + 1 keggC:C00003@IN <=> 1 keggC:C05455@IN + 1 keggC:C00004@IN + 1 keggC:C00080@IN	bigg(4),seed(2),rhea(4),ec(3)
R04264	MNXR100732	1.1.1.181	HSD3B7P|R_HSD3B7P	rxn02973			cholest-5-ene-3beta,7alpha-diol:NAD+ 3-oxidoreductase||7alpha-Hydroxycholesterol + NADP+ <=> 7alpha-Hydroxycholest-4-en-3-one + NADPH + H+||1 keggC:C03594@IN + 1 keggC:C00006@IN <=> 1 keggC:C05455@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN	bigg(2)
R04265	MNXR108769	1.-.-.-|1.1.1.342	BSORy|GOFUCR|R_BSORy|R_GOFUCR	rxn02974	RXN-9159	34567|34568|34569|34570	CDP-alpha-D-paratose:NADP+ 4-oxidoreductase||CDP-3,6-dideoxy-D-glucose + NADP+ <=> CDP-4-dehydro-3,6-dideoxy-D-glucose + NADPH + H+||1 keggC:C03598@IN + 1 keggC:C00006@IN <=> 1 keggC:C04297@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN	rhea(4),ec(2),ec_fallback(participants>=0.50,bigg:4)
R04266	MNXR108770	5.1.3.10		rxn02975	RXN-9160	21656|21657|21658|21659	CDP-3,6-dideoxy-D-glucose 2-epimerase||CDP-3,6-dideoxy-D-glucose <=> CDP-3,6-dideoxy-D-mannose||1 keggC:C03598@IN <=> 1 keggC:C03599@IN	rhea(4)
R04267	MNXR108771	2.7.4.13	ATDAMh|ATDAMm|CYTK2|CYTK2m|CYTK2n|DADK|DGK1|DGK1er|DTMPK|DTMPKm|R_ATDAMh|R_ATDAMm|R_CYTK2|R_CYTK2m|R_CYTK2n|R_DADK|R_DGK1|R_DGK1er|R_DTMPK|R_DTMPKm|R_URIDK2m|R_URIDK2r|R_URIDK2rn|URIDK2m|URIDK2r|URIDK2rn		DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN	11216|11217|11218|11219	ATP:deoxynucleoside-phosphate phosphotransferase||ATP + Deoxynucleoside 5'-phosphate <=> ADP + 2'-Deoxyribonucleoside diphosphate||1 keggC:C00002@IN + 1 keggC:C00676@IN <=> 1 keggC:C00008@IN + 1 keggC:C04232@IN	rhea(4),ec_fallback(participants>=0.50,bigg:26)
